,X,latency,values.getpoints,values.rad,id,block,optimalt,optimalp,time,timesensitivity,indexp
1,1,2057,-5,0.522789085,a,1,2.441409443,16.02532765,2.057,-0.384409443,-0.312006101
2,2,2486,19.66483319,0.544280485,a,1,2.441409443,16.02532765,2.486,0.044590557,1.227109587
3,3,2503,17.85931467,0.512198766,a,1,2.441409443,16.02532765,2.503,0.061590557,1.114443028
4,4,2299,-5,0.552898505,a,1,2.441409443,16.02532765,2.299,-0.142409443,-0.312006101
5,5,2521,15.98064877,0.538136399,a,1,2.441409443,16.02532765,2.521,0.079590557,0.997211983
6,6,2465,21.89323273,0.526392364,a,1,2.441409443,16.02532765,2.465,0.023590557,1.366164437
7,7,2333,32.03414864,0.5404195,a,1,2.441409443,16.02532765,2.333,-0.108409443,1.998969964
8,8,2394,28.61643038,0.519543413,a,1,2.441409443,16.02532765,2.394,-0.047409443,1.785700174
9,9,2144,-5,0.52972773,a,1,2.441409443,16.02532765,2.144,-0.297409443,-0.312006101
10,10,2139,-5,0.517031952,a,1,2.441409443,16.02532765,2.139,-0.302409443,-0.312006101
11,11,2581,10.30607661,0.52540908,a,1,2.441409443,16.02532765,2.581,0.139590557,0.643111756
12,12,2478,20.51671837,0.526627271,a,1,2.441409443,16.02532765,2.478,0.036590557,1.280268261
13,13,1957,-5,0.527054561,a,1,2.441409443,16.02532765,1.957,-0.484409443,-0.312006101
14,14,2378,29.78661359,0.528805621,a,1,2.441409443,16.02532765,2.378,-0.063409443,1.858721035
15,15,2607,8.248990565,0.532554494,a,1,2.441409443,16.02532765,2.607,0.165590557,0.514747077
16,16,2191,-5,0.533578102,a,1,2.441409443,16.02532765,2.191,-0.250409443,-0.312006101
17,17,2410,27.28798838,0.513252273,a,1,2.441409443,16.02532765,2.41,-0.031409443,1.702803773
18,18,2010,-5,0.516230671,a,1,2.441409443,16.02532765,2.01,-0.431409443,-0.312006101
19,19,2396,28.45850353,0.543242756,a,1,2.441409443,16.02532765,2.396,-0.045409443,1.775845346
20,20,2107,-5,0.537531005,a,1,2.441409443,16.02532765,2.107,-0.334409443,-0.312006101
21,21,2450,23.45277677,0.5313904,a,1,2.441409443,16.02532765,2.45,0.008590557,1.463481888
22,22,2511,17.01834269,0.543355487,a,1,2.441409443,16.02532765,2.511,0.069590557,1.06196535
23,23,2325,32.25134743,0.531213776,a,1,2.441409443,16.02532765,2.325,-0.116409443,2.012523434
24,24,2408,27.46180672,0.53984709,a,1,2.441409443,16.02532765,2.408,-0.033409443,1.713650249
25,25,2383,29.43945184,0.528316345,a,1,2.441409443,16.02532765,2.383,-0.058409443,1.837057718
26,26,2169,-5,0.539345387,a,1,2.441409443,16.02532765,2.169,-0.272409443,-0.312006101
27,27,2637,6.22596841,0.544679974,a,1,2.441409443,16.02532765,2.637,0.195590557,0.388508026
28,28,2223,-5,0.541545626,a,1,2.441409443,16.02532765,2.223,-0.218409443,-0.312006101
29,29,2118,-5,0.519990352,a,1,2.441409443,16.02532765,2.118,-0.323409443,-0.312006101
30,30,2486,19.66483319,0.525802241,a,1,2.441409443,16.02532765,2.486,0.044590557,1.227109587
31,31,2323,32.29646865,0.520770149,a,2,2.441409443,16.02532765,2.323,-0.118409443,2.015339053
32,32,2106,-5,0.537995263,a,2,2.441409443,16.02532765,2.106,-0.335409443,-0.312006101
33,33,2464,21.99838162,0.530711067,a,2,2.441409443,16.02532765,2.464,0.022590557,1.372725856
34,34,2417,26.66376766,0.518697281,a,2,2.441409443,16.02532765,2.417,-0.024409443,1.663851638
35,35,2538,14.26403821,0.535523579,a,2,2.441409443,16.02532765,2.538,0.096590557,0.89009339
36,36,2506,17.5430192,0.538659971,a,2,2.441409443,16.02532765,2.506,0.064590557,1.094705805
37,37,2236,-5,0.518304364,a,2,2.441409443,16.02532765,2.236,-0.205409443,-0.312006101
38,38,2399,28.21708126,0.524281457,a,2,2.441409443,16.02532765,2.399,-0.042409443,1.760780302
39,39,2339,31.83324418,0.536839563,a,2,2.441409443,16.02532765,2.339,-0.102409443,1.986433281
40,40,2556,12.53149669,0.520860643,a,2,2.441409443,16.02532765,2.556,0.114590557,0.781980685
41,41,2466,21.78795182,0.532076428,a,2,2.441409443,16.02532765,2.466,0.024590557,1.35959478
42,42,2422,26.20375059,0.524320712,a,2,2.441409443,16.02532765,2.422,-0.019409443,1.635146012
43,43,2356,31.09327389,0.52003937,a,2,2.441409443,16.02532765,2.356,-0.085409443,1.940258232
44,44,2559,12.25268382,0.525278319,a,2,2.441409443,16.02532765,2.559,0.117590557,0.764582422
45,45,2317,32.40954806,0.541037165,a,2,2.441409443,16.02532765,2.317,-0.124409443,2.022395346
46,46,2534,14.66167521,0.541614243,a,2,2.441409443,16.02532765,2.534,0.092590557,0.914906424
47,47,2459,22.52190799,0.529127634,a,2,2.441409443,16.02532765,2.459,0.017590557,1.405394541
48,48,2402,27.97037398,0.538136399,a,2,2.441409443,16.02532765,2.402,-0.039409443,1.745385467
49,49,2376,29.9205209,0.525698027,a,2,2.441409443,16.02532765,2.376,-0.065409443,1.867077014
50,50,2113,-5,0.52540908,a,2,2.441409443,16.02532765,2.113,-0.328409443,-0.312006101
51,51,2278,-5,0.528074448,a,2,2.441409443,16.02532765,2.278,-0.163409443,-0.312006101
52,52,2487,19.55830166,0.520422166,a,2,2.441409443,16.02532765,2.487,0.045590557,1.220461889
53,53,2347,31.51588321,0.515925513,a,2,2.441409443,16.02532765,2.347,-0.094409443,1.966629569
54,54,2433,25.15489874,0.519990352,a,2,2.441409443,16.02532765,2.433,-0.008409443,1.569696376
55,55,2424,26.01666873,0.53384458,a,2,2.441409443,16.02532765,2.424,-0.017409443,1.623471875
56,56,2455,22.93765667,0.540968047,a,2,2.441409443,16.02532765,2.455,0.013590557,1.431337766
57,57,2455,22.93765667,0.534632528,a,2,2.441409443,16.02532765,2.455,0.013590557,1.431337766
58,58,2294,-5,0.542088948,a,2,2.441409443,16.02532765,2.294,-0.147409443,-0.312006101
59,59,2542,13.87071987,0.536979147,a,2,2.441409443,16.02532765,2.542,0.100590557,0.865549845
60,60,2185,-5,0.527809828,a,2,2.441409443,16.02532765,2.185,-0.256409443,-0.312006101
61,61,2127,-5,0.528295687,a,3,2.441409443,16.02532765,2.127,-0.314409443,-0.312006101
62,62,2496,18.6007209,0.53384458,a,3,2.441409443,16.02532765,2.496,0.054590557,1.160707681
63,63,2451,23.35019568,0.533975536,a,3,2.441409443,16.02532765,2.451,0.009590557,1.457080703
64,64,2282,-5,0.539283137,a,3,2.441409443,16.02532765,2.282,-0.159409443,-0.312006101
65,65,2576,10.73266949,0.516972205,a,3,2.441409443,16.02532765,2.576,0.134590557,0.669731673
66,66,2495,18.70693977,0.544770001,a,3,2.441409443,16.02532765,2.495,0.053590557,1.167335868
67,67,2504,17.75377133,0.534594323,a,3,2.441409443,16.02532765,2.504,0.062590557,1.107856995
68,68,2185,-5,0.528841712,a,3,2.441409443,16.02532765,2.185,-0.256409443,-0.312006101
69,69,2312,32.47805864,0.529589599,a,3,2.441409443,16.02532765,2.312,-0.129409443,2.02667049
70,70,2492,19.02592437,0.521368333,a,3,2.441409443,16.02532765,2.492,0.050590557,1.187240897
