,X,latency,values.getpoints,values.averagepoint,values.rad,id,block,optimalr,optimalt,optimalp,time,timesensitivity,indexp
218,218,2315,-5,12.10567552,0.697902823,b,3,0.669075801,2.143516077,16.59974155,2.315,0.171483923,-0.301209509
219,219,2233,21.21283672,9.967466076,0.905800609,b,3,0.669075801,2.143516077,16.59974155,2.233,0.089483923,1.277901626
220,220,2246,21.02531703,11.2169517,0.926631648,b,3,0.669075801,2.143516077,16.59974155,2.246,0.102483923,1.266605083
221,221,2048,16.3156483,12.19778824,0.846546326,b,3,0.669075801,2.143516077,16.59974155,2.048,-0.095516077,0.982885682
222,222,1952,7.734082782,12.57213915,0.594567061,b,3,0.669075801,2.143516077,16.59974155,1.952,-0.191516077,0.465915855
223,223,2135,20.58543041,12.16896779,0.76130644,b,3,0.669075801,2.143516077,16.59974155,2.135,-0.008516077,1.240105477
224,224,2289,20.91947159,12.81638799,0.948665021,b,3,0.669075801,2.143516077,16.59974155,2.289,0.145483923,1.260228753
225,225,1925,0.721500767,13.39517967,0.383984624,b,3,0.669075801,2.143516077,16.59974155,1.925,-0.218516077,0.043464578
226,226,2221,21.86376588,12.55026775,0.8556342,b,3,0.669075801,2.143516077,16.59974155,2.221,0.077483923,1.317114837
227,227,2290,23.14072904,13.13236138,0.826611926,b,3,0.669075801,2.143516077,16.59974155,2.29,0.146483923,1.394041526
228,228,2291,24.88252616,13.72108889,0.749144625,b,3,0.669075801,2.143516077,16.59974155,2.291,0.147483923,1.498970697
229,229,2292,25.17319689,14.34116874,0.737575711,b,3,0.669075801,2.143516077,16.59974155,2.292,0.148483923,1.516481254
230,230,2010,0.004118644,14.91127548,0.211827547,b,3,0.669075801,2.143516077,16.59974155,2.01,-0.133516077,0.000248115
231,231,2162,24.80286322,14.16591764,0.501013387,b,3,0.669075801,2.143516077,16.59974155,2.162,0.018483923,1.49417165
232,232,2274,22.31407367,14.67243886,0.865228149,b,3,0.669075801,2.143516077,16.59974155,2.274,0.130483923,1.344242234
233,233,2269,21.77355922,15.0197859,0.893289905,b,3,0.669075801,2.143516077,16.59974155,2.269,0.125483923,1.311680616
234,234,2246,21.51032065,15.31342821,0.897126048,b,3,0.669075801,2.143516077,16.59974155,2.246,0.102483923,1.295822624
235,235,2106,19.53177417,15.57163207,0.691556951,b,3,0.669075801,2.143516077,16.59974155,2.106,-0.037516077,1.176631221
236,236,2123,18.91977972,15.73003775,0.889987498,b,3,0.669075801,2.143516077,16.59974155,2.123,-0.020516077,1.139763512
237,237,2335,-5,15.85272013,0.871833319,b,3,0.669075801,2.143516077,16.59974155,2.335,0.191483923,-0.301209509
238,238,2248,22.22745336,15.08039717,0.857591681,b,3,0.669075801,2.143516077,16.59974155,2.248,0.104483923,1.339024062
239,239,2038,15.87896663,15.33564917,0.839608563,b,3,0.669075801,2.143516077,16.59974155,2.038,-0.105516077,0.956579148
240,240,2324,-5,15.35438426,0.96649082,b,3,0.669075801,2.143516077,16.59974155,2.324,0.180483923,-0.301209509
241,241,2386,-5,NA,0.898317824,b,4,0.669075801,2.143516077,16.59974155,2.386,0.242483923,-0.301209509
242,242,2389,-5,-5,0.878102201,b,4,0.669075801,2.143516077,16.59974155,2.389,0.245483923,-0.301209509
243,243,1985,11.33072374,-5,0.658806036,b,4,0.669075801,2.143516077,16.59974155,1.985,-0.158516077,0.682584347
244,244,2177,22.65012932,0.443574581,0.73781506,b,4,0.669075801,2.143516077,16.59974155,2.177,0.033483923,1.364486866
245,245,2268,25.76147004,5.995213266,0.707859695,b,4,0.669075801,2.143516077,16.59974155,2.268,0.124483923,1.551919948
246,246,2303,-5,9.948464621,0.897229093,b,4,0.669075801,2.143516077,16.59974155,2.303,0.159483923,-0.301209509
247,247,2217,18.96040147,7.457053851,1.052808961,b,4,0.669075801,2.143516077,16.59974155,2.217,0.073483923,1.142210643
248,248,2111,19.53024395,9.100389225,0.751797369,b,4,0.669075801,2.143516077,16.59974155,2.111,-0.032516077,1.176539038
249,249,2203,17.82186664,10.40412106,1.140866093,b,4,0.669075801,2.143516077,16.59974155,2.203,0.059483923,1.07362314
250,250,2162,19.57664245,11.22831502,0.929136837,b,4,0.669075801,2.143516077,16.59974155,2.162,0.018483923,1.179334172
251,251,2010,2.73E-08,12.06314776,0.154318776,b,4,0.669075801,2.143516077,16.59974155,2.01,-0.133516077,1.64E-09
252,252,2078,17.54022365,10.96649797,0.855458746,b,4,0.669075801,2.143516077,16.59974155,2.078,-0.065516077,1.05665643
253,253,2147,16.46080432,11.51430844,1.220068379,b,4,0.669075801,2.143516077,16.59974155,2.147,0.003483923,0.991630157
254,254,2160,14.74300606,11.89480812,1.4708,b,4,0.669075801,2.143516077,16.59974155,2.16,0.016483923,0.888146723
255,255,2198,20.89816342,12.09825083,0.888852628,b,4,0.669075801,2.143516077,16.59974155,2.198,0.054483923,1.258945108
256,256,2341,-5,12.68491167,0.924719564,b,4,0.669075801,2.143516077,16.59974155,2.341,0.197483923,-0.301209509
257,257,2197,21.78301215,11.57960469,0.830144395,b,4,0.669075801,2.143516077,16.59974155,2.197,0.053483923,1.312250078
258,258,2058,13.81754594,12.17980513,1.4708,b,4,0.669075801,2.143516077,16.59974155,2.058,-0.085516077,0.832395245
259,259,2253,22.11503621,12.27079073,0.866802951,b,4,0.669075801,2.143516077,16.59974155,2.253,0.109483923,1.332251839
260,260,2214,22.61809063,12.78890891,0.804813199,b,4,0.669075801,2.143516077,16.59974155,2.214,0.070483923,1.362556794
261,261,2123,18.2794233,13.280368,0.961337789,b,4,0.669075801,2.143516077,16.59974155,2.123,-0.020516077,1.101187223
262,262,2129,19.22814264,13.51841825,0.877288819,b,4,0.669075801,2.143516077,16.59974155,2.129,-0.014516077,1.15833988
263,263,2294,20.87080269,13.77795118,0.952151976,b,4,0.669075801,2.143516077,16.59974155,2.294,0.150483923,1.257296846
264,264,2275,21.56616721,14.08633603,0.907095945,b,4,0.669075801,2.143516077,16.59974155,2.275,0.131483923,1.299186927
265,265,2341,-5,14.39799566,0.880005399,b,4,0.669075801,2.143516077,16.59974155,2.341,0.197483923,-0.301209509
266,266,2187,19.83867145,13.62207583,0.949997088,b,4,0.669075801,2.143516077,16.59974155,2.187,0.043483923,1.195119297
267,267,2203,20.01960046,13.86117566,0.956947541,b,4,0.669075801,2.143516077,16.59974155,2.203,0.059483923,1.206018805
268,268,2043,13.64653225,14.08926547,1.4708,b,4,0.669075801,2.143516077,16.59974155,2.043,-0.100516077,0.822093055
269,269,2302,-5,14.07345357,0.93521062,b,4,0.669075801,2.143516077,16.59974155,2.302,0.158483923,-0.301209509
270,270,2168,19.17982395,13.41574828,0.974065765,b,4,0.669075801,2.143516077,16.59974155,2.168,0.024483923,1.155429071
271,271,2245,20.85233,NA,0.936936793,b,5,0.669075801,2.143516077,16.59974155,2.245,0.101483923,1.256184016
272,272,2238,20.43374091,20.85233,0.959787237,b,5,0.669075801,2.143516077,16.59974155,2.238,0.094483923,1.230967413
273,273,2160,18.12738227,20.64303545,1.057653571,b,5,0.669075801,2.143516077,16.59974155,2.16,0.016483923,1.092027982
274,274,2315,-5,19.80448439,0.894379408,b,5,0.669075801,2.143516077,16.59974155,2.315,0.171483923,-0.301209509
275,275,2285,20.70849922,13.60336329,0.961387538,b,5,0.669075801,2.143516077,16.59974155,2.285,0.141483923,1.247519376
276,276,2265,22.19552403,15.02439048,0.868330932,b,5,0.669075801,2.143516077,16.59974155,2.265,0.121483923,1.337100579
277,277,2110,14.34376805,16.2195794,1.4708,b,5,0.669075801,2.143516077,16.59974155,2.11,-0.033516077,0.864095866
278,278,2032,13.51603567,15.95160635,1.4708,b,5,0.669075801,2.143516077,16.59974155,2.032,-0.111516077,0.814231693
279,279,2263,21.03773307,15.64716002,0.934541468,b,5,0.669075801,2.143516077,16.59974155,2.263,0.119483923,1.267353049
280,280,1954,5.484861673,16.24611258,0.51728738,b,5,0.669075801,2.143516077,16.59974155,1.954,-0.189516077,0.330418498
281,281,2157,14.72219488,15.16998749,1.4708,b,5,0.669075801,2.143516077,16.59974155,2.157,0.013483923,0.886893018
282,282,1960,1.800915678,15.12927907,0.395850441,b,5,0.669075801,2.143516077,16.59974155,1.96,-0.183516077,0.108490585
283,283,2128,14.50012253,14.01858212,1.4708,b,5,0.669075801,2.143516077,16.59974155,2.128,-0.015516077,0.873514957
284,284,2066,13.9053701,14.05562369,1.4708,b,5,0.669075801,2.143516077,16.59974155,2.066,-0.077516077,0.83768594
285,285,2143,21.220452,14.04489129,0.735080959,b,5,0.669075801,2.143516077,16.59974155,2.143,-0.000516077,1.278360385
286,286,2325,-5,14.52326201,0.855413401,b,5,0.669075801,2.143516077,16.59974155,2.325,0.181483923,-0.301209509
287,287,2252,21.83235798,13.30305813,0.882065624,b,5,0.669075801,2.143516077,16.59974155,2.252,0.108483923,1.315222765
288,288,2286,22.38908437,13.80478165,0.864099623,b,5,0.669075801,2.143516077,16.59974155,2.286,0.142483923,1.348761022
289,289,2210,15.65035683,14.28168736,1.38685287,b,5,0.669075801,2.143516077,16.59974155,2.21,0.066483923,0.942807259
290,290,2012,13.26826361,14.35372259,1.4708,b,5,0.669075801,2.143516077,16.59974155,2.012,-0.131516077,0.799305433
291,291,2237,23.46439078,14.29944964,0.785398163,b,5,0.669075801,2.143516077,16.59974155,2.237,0.093483923,1.413539525
292,292,2136,20.68252004,14.73587541,0.755994875,b,5,0.669075801,2.143516077,16.59974155,2.136,-0.007516077,1.245954341
293,293,2422,-5,15.00617744,0.816157689,b,5,0.669075801,2.143516077,16.59974155,2.422,0.278483923,-0.301209509
294,294,2250,21.99963419,14.13634364,0.871447132,b,5,0.669075801,2.143516077,16.59974155,2.25,0.106483923,1.325299802
295,295,2369,-5,14.46398074,0.876692971,b,5,0.669075801,2.143516077,16.59974155,2.369,0.225483923,-0.301209509
296,296,1986,12.65128183,13.68542152,0.739277047,b,5,0.669075801,2.143516077,16.59974155,1.986,-0.157516077,0.762137277
297,297,2098,14.23194231,13.64564691,1.4708,b,5,0.669075801,2.143516077,16.59974155,2.098,-0.045516077,0.857359271
298,298,2136,14.56511785,13.66736156,1.4708,b,5,0.669075801,2.143516077,16.59974155,2.136,-0.007516077,0.877430399
299,299,2198,21.80012105,13.69942428,0.830593497,b,5,0.669075801,2.143516077,16.59974155,2.198,0.054483923,1.313280751
300,300,2067,13.91617891,13.97875865,1.4708,b,5,0.669075801,2.143516077,16.59974155,2.067,-0.076516077,0.838337083
301,301,1938,11.43859014,0,0.844759863,c,1,0.328466678,2.218094308,23.22074192,1.938,-0.280094308,0.492602268
302,302,2323,-5,11.43859014,0.283930759,c,1,0.328466678,2.218094308,23.22074192,2.323,0.104905692,-0.215324731
303,303,2247,44.77059265,3.219295072,0.283517828,c,1,0.328466678,2.218094308,23.22074192,2.247,0.028905692,1.928043161
304,304,2296,104.5057647,17.0697276,0.130460457,c,1,0.328466678,2.218094308,23.22074192,2.296,0.077905692,4.500535128
305,305,2229,20.45375589,38.92873688,0.951730272,c,1,0.328466678,2.218094308,23.22074192,2.229,0.010905692,0.880839896
306,306,2295,15.4784262,35.23374068,1.438244794,c,1,0.328466678,2.218094308,23.22074192,2.295,0.076905692,0.666577591
307,307,2382,-5,31.94118827,0.437414561,c,1,0.328466678,2.218094308,23.22074192,2.382,0.163905692,-0.215324731
308,308,2254,42.68085599,26.66387566,0.330634822,c,1,0.328466678,2.218094308,23.22074192,2.254,0.035905692,1.838048764
309,309,2383,-5,28.6659982,0.258593556,c,1,0.328466678,2.218094308,23.22074192,2.383,0.164905692,-0.215324731
310,310,2249,47.53759244,24.92533173,0.164620415,c,1,0.328466678,2.218094308,23.22074192,2.249,0.030905692,2.047203858
311,311,2213,0.109602353,27.1865578,0.1,c,1,0.328466678,2.218094308,23.22074192,2.213,-0.005094308,0.004720019
312,312,2225,35.91434952,24.7250164,0.363393133,c,1,0.328466678,2.218094308,23.22074192,2.225,0.006905692,1.546649528
313,313,2145,16.3433767,25.65746083,0.3146151,c,1,0.328466678,2.218094308,23.22074192,2.145,-0.073094308,0.703826637
314,314,2270,34.78755938,24.94099282,0.469386427,c,1,0.328466678,2.218094308,23.22074192,2.27,0.051905692,1.498124371
315,315,2255,46.80749692,25.644319,0.283794109,c,1,0.328466678,2.218094308,23.22074192,2.255,0.036905692,2.015762334
316,316,2241,15.14375329,27.05519753,1.4708,c,1,0.328466678,2.218094308,23.22074192,2.241,0.022905692,0.65216492
317,317,2314,-5,26.31073226,0.456751167,c,1,0.328466678,2.218094308,23.22074192,2.314,0.095905692,-0.215324731
318,318,2283,42.5301695,24.46892448,0.36562482,c,1,0.328466678,2.218094308,23.22074192,2.283,0.064905692,1.831559459
319,319,2246,46.81904912,25.47232698,0.245716126,c,1,0.328466678,2.218094308,23.22074192,2.246,0.027905692,2.016259828
320,320,2275,41.17603996,26.59583867,0.376422386,c,1,0.328466678,2.218094308,23.22074192,2.275,0.056905692,1.773243943
321,321,2392,-5,27.32484874,0.1,c,1,0.328466678,2.218094308,23.22074192,2.392,0.173905692,-0.215324731
322,322,2253,17.37906178,25.78557023,0.1,c,1,0.328466678,2.218094308,23.22074192,2.253,0.034905692,0.748428359
323,323,2265,39.12427188,25.40345621,0.394548754,c,1,0.328466678,2.218094308,23.22074192,2.265,0.046905692,1.684884661
324,324,2303,-5,26.00001341,0.346135964,c,1,0.328466678,2.218094308,23.22074192,2.303,0.084905692,-0.215324731
325,325,2243,44.00358374,24.70834618,0.277463539,c,1,0.328466678,2.218094308,23.22074192,2.243,0.024905692,1.895011964
326,326,2202,16.82135369,25.48015569,1.242108322,c,1,0.328466678,2.218094308,23.22074192,2.202,-0.016094308,0.724410691
327,327,2350,-5,25.14712484,1.062485702,c,1,0.328466678,2.218094308,23.22074192,2.35,0.131905692,-0.215324731
328,328,2244,19.00210978,24.03056466,1.06822541,c,1,0.328466678,2.218094308,23.22074192,2.244,0.025905692,0.818324834
329,329,2305,-5,23.85097699,0.427431567,c,1,0.328466678,2.218094308,23.22074192,2.305,0.086905692,-0.215324731
330,330,2274,34.23530919,22.85611571,0.482377407,c,1,0.328466678,2.218094308,23.22074192,2.274,0.055905692,1.474341746
331,331,2291,39.01213598,NA,0.412232601,c,2,0.328466678,2.218094308,23.22074192,2.291,0.072905692,1.680055535
332,332,2268,41.57217108,39.01213598,0.36520145,c,2,0.328466678,2.218094308,23.22074192,2.268,0.049905692,1.790303308
333,333,2263,37.12765788,40.29215353,0.422853926,c,2,0.328466678,2.218094308,23.22074192,2.263,0.044905692,1.598900587
334,334,2258,43.99558754,39.23732164,0.118705337,c,2,0.328466678,2.218094308,23.22074192,2.258,0.039905692,1.894667608
335,335,2405,-5,40.42688812,0.442790139,c,2,0.328466678,2.218094308,23.22074192,2.405,0.186905692,-0.215324731
336,336,2166,25.05958184,31.34151049,0.406157075,c,2,0.328466678,2.218094308,23.22074192,2.166,-0.052094308,1.079189542
337,337,2116,17.75361635,30.29452239,1.002123477,c,2,0.328466678,2.218094308,23.22074192,2.116,-0.102094308,0.764558532
338,338,2500,-5,28.50296438,0.700634434,c,2,0.328466678,2.218094308,23.22074192,2.5,0.281905692,-0.215324731
339,339,2290,48.72003216,24.31509383,0.30994008,c,2,0.328466678,2.218094308,23.22074192,2.29,0.071905692,2.098125561
340,340,2283,18.08407215,27.02675365,1.158385885,c,2,0.328466678,2.218094308,23.22074192,2.283,0.064905692,0.778789593
341,341,2137,13.55175242,26.1324855,0.303777088,c,2,0.328466678,2.218094308,23.22074192,2.137,-0.081094308,0.583605488
342,342,2110,8.467981442,24.98878249,0.303430521,c,2,0.328466678,2.218094308,23.22074192,2.11,-0.108094308,0.364673165
343,343,2235,35.69400038,23.61204907,0.402442812,c,2,0.328466678,2.218094308,23.22074192,2.235,0.016905692,1.537160204
344,344,2223,35.63136865,24.54142994,0.361333828,c,2,0.328466678,2.218094308,23.22074192,2.223,0.004905692,1.534462972
345,345,2088,1.700593762,25.33356842,0.247846039,c,2,0.328466678,2.218094308,23.22074192,2.088,-0.130094308,0.073235979
346,346,2244,32.71504315,23.75803678,0.484334313,c,2,0.328466678,2.218094308,23.22074192,2.244,0.025905692,1.408871571
347,347,2197,30.50814869,24.31784967,0.372987722,c,2,0.328466678,2.218094308,23.22074192,2.197,-0.021094308,1.31383178
348,348,1896,11.08211153,24.68198491,1.011466551,c,2,0.328466678,2.218094308,23.22074192,1.896,-0.322094308,0.477250536
349,349,2081,16.45117756,23.92643639,0.535557302,c,2,0.328466678,2.218094308,23.22074192,2.081,-0.137094308,0.708469075
350,350,2305,-5,23.53300171,0.364634694,c,2,0.328466678,2.218094308,23.22074192,2.305,0.086905692,-0.215324731
351,351,2212,32.58015846,22.10635163,0.402499446,c,2,0.328466678,2.218094308,23.22074192,2.212,-0.006094308,1.403062769
352,352,2192,29.51056849,22.60510433,0.389607377,c,2,0.328466678,2.218094308,23.22074192,2.192,-0.026094308,1.270871042
353,353,2168,25.6635035,22.91898907,0.457791161,c,2,0.328466678,2.218094308,23.22074192,2.168,-0.050094308,1.105197396
354,354,2248,43.85510232,23.03831578,0.299947156,c,2,0.328466678,2.218094308,23.22074192,2.248,0.029905692,1.888617619
355,355,2159,19.54452793,23.90568189,0.3125765,c,2,0.328466678,2.218094308,23.22074192,2.159,-0.059094308,0.841684043
356,356,2380,-5,23.73123573,0.39479112,c,2,0.328466678,2.218094308,23.22074192,2.38,0.161905692,-0.215324731
357,357,2242,36.39174425,22.6261882,0.404488072,c,2,0.328466678,2.218094308,23.22074192,2.242,0.023905692,1.567208506
358,358,2145,22.28062302,23.13602361,0.64165949,c,2,0.328466678,2.218094308,23.22074192,2.145,-0.073094308,0.95951383
359,359,2103,19.17974157,23.10547359,0.584638445,c,2,0.328466678,2.218094308,23.22074192,2.103,-0.115094308,0.825974538
360,360,2475,-5,22.97010352,0.49999523,c,2,0.328466678,2.218094308,23.22074192,2.475,0.256905692,-0.215324731
361,361,2073,8.334942637,NA,0.367647319,c,3,0.328466678,2.218094308,23.22074192,2.073,-0.145094308,0.358943856
362,362,2200,29.12804375,8.334942637,0.481478367,c,3,0.328466678,2.218094308,23.22074192,2.2,-0.018094308,1.254397635
363,363,2161,24.08192833,18.73149319,0.399931888,c,3,0.328466678,2.218094308,23.22074192,2.161,-0.057094308,1.037086946
364,364,2147,23.02530913,20.51497157,0.561921562,c,3,0.328466678,2.218094308,23.22074192,2.147,-0.071094308,0.991583697
365,365,2227,34.16318705,21.14255596,0.415398481,c,3,0.328466678,2.218094308,23.22074192,2.227,0.008905692,1.47123581
366,366,2209,31.59782418,23.74668218,0.423668922,c,3,0.328466678,2.218094308,23.22074192,2.209,-0.009094308,1.360758596
367,367,2239,43.45888372,25.05520585,0.26040727,c,3,0.328466678,2.218094308,23.22074192,2.239,0.020905692,1.871554486
368,368,2251,45.3970142,27.68430269,0.28897541,c,3,0.328466678,2.218094308,23.22074192,2.251,0.032905692,1.955019971
369,369,2187,26.80363415,29.89839162,0.307045732,c,3,0.328466678,2.218094308,23.22074192,2.187,-0.031094308,1.154297061
370,370,2193,29.70394692,29.55452968,0.362043386,c,3,0.328466678,2.218094308,23.22074192,2.193,-0.025094308,1.279198874
371,371,2183,22.85551791,29.56947141,0.271665035,c,3,0.328466678,2.218094308,23.22074192,2.183,-0.035094308,0.984271648
372,372,2301,-5,28.959112,0.396564954,c,3,0.328466678,2.218094308,23.22074192,2.301,0.082905692,-0.215324731
373,373,2235,31.9391653,26.129186,0.488525834,c,3,0.328466678,2.218094308,23.22074192,2.235,0.016905692,1.375458433
374,374,2176,26.80840348,26.57610748,0.434458821,c,3,0.328466678,2.218094308,23.22074192,2.176,-0.042094308,1.154502452
375,375,2190,28.24704867,26.59270005,0.47171195,c,3,0.328466678,2.218094308,23.22074192,2.19,-0.028094308,1.216457629
376,376,2308,-5,26.70298996,0.414506875,c,3,0.328466678,2.218094308,23.22074192,2.308,0.089905692,-0.215324731
377,377,2277,35.12771257,24.72155309,0.46757429,c,3,0.328466678,2.218094308,23.22074192,2.277,0.058905692,1.51277305
378,378,2277,33.46592487,25.33368012,0.499083286,c,3,0.328466678,2.218094308,23.22074192,2.277,0.058905692,1.441208252
379,379,2128,19.95738956,25.78547149,0.445821297,c,3,0.328466678,2.218094308,23.22074192,2.128,-0.090094308,0.859463906
380,380,2242,34.28058528,25.47873034,0.446723978,c,3,0.328466678,2.218094308,23.22074192,2.242,0.023905692,1.476291559
381,381,2214,33.30862583,25.91882308,0.386984496,c,3,0.328466678,2.218094308,23.22074192,2.214,-0.004094308,1.434434177
382,382,2323,-5,26.27071845,0.43702668,c,3,0.328466678,2.218094308,23.22074192,2.323,0.104905692,-0.215324731
383,383,2272,37.68457559,24.84932216,0.422106728,c,3,0.328466678,2.218094308,23.22074192,2.272,0.053905692,1.622884218
384,384,2283,32.23363546,25.40737666,0.527419713,c,3,0.328466678,2.218094308,23.22074192,2.283,0.064905692,1.388139775
385,385,2210,30.69495312,25.69180411,0.460941256,c,3,0.328466678,2.218094308,23.22074192,2.21,-0.008094308,1.321876503
386,386,2160,24.48055072,25.89193007,0.521087859,c,3,0.328466678,2.218094308,23.22074192,2.16,-0.058094308,1.054253598
387,387,2463,-5,25.83764625,0.451200119,c,3,0.328466678,2.218094308,23.22074192,2.463,0.244905692,-0.215324731
388,388,2259,33.45255847,24.6955112,0.486280228,c,3,0.328466678,2.218094308,23.22074192,2.259,0.040905692,1.440632629
389,389,2222,29.32592634,25.00826289,0.538091216,c,3,0.328466678,2.218094308,23.22074192,2.222,0.003905692,1.262919438
390,390,2205,29.71168066,25.15714784,0.478254804,c,3,0.328466678,2.218094308,23.22074192,2.205,-0.013094308,1.279531927
391,391,2220,34.80104089,NA,0.370393694,c,4,0.328466678,2.218094308,23.22074192,2.22,0.001905692,1.498704951
392,392,2237,36.30910857,34.80104089,0.39479112,c,4,0.328466678,2.218094308,23.22074192,2.237,0.018905692,1.563649805
393,393,2149,21.95202866,35.55507473,0.399130533,c,4,0.328466678,2.218094308,23.22074192,2.149,-0.069094308,0.945362932
394,394,2195,29.23408463,31.02072604,0.449212916,c,4,0.328466678,2.218094308,23.22074192,2.195,-0.023094308,1.25896428
395,395,2202,29.25427642,30.57406569,0.484614392,c,4,0.328466678,2.218094308,23.22074192,2.202,-0.016094308,1.259833838
396,396,2178,26.29303982,30.31010783,0.517331234,c,4,0.328466678,2.218094308,23.22074192,2.178,-0.040094308,1.132308344
397,397,2227,31.29584487,29.6405965,0.489957326,c,4,0.328466678,2.218094308,23.22074192,2.227,0.008905692,1.347753874
398,398,2114,19.09904625,29.87706055,0.488504367,c,4,0.328466678,2.218094308,23.22074192,2.114,-0.104094308,0.822499398
399,399,2130,20.25724683,28.52980876,0.446453536,c,4,0.328466678,2.218094308,23.22074192,2.13,-0.088094308,0.872377244
400,400,2219,32.4579997,27.61063521,0.436095528,c,4,0.328466678,2.218094308,23.22074192,2.219,0.000905692,1.397802009
401,401,2041,6.907819988,28.09537166,0.400793449,c,4,0.328466678,2.218094308,23.22074192,2.041,-0.177094308,0.297484896
402,402,2209,30.65673931,26.1692306,0.458473011,c,4,0.328466678,2.218094308,23.22074192,2.209,-0.009094308,1.320230827
403,403,2269,34.10580133,26.54318966,0.481601481,c,4,0.328466678,2.218094308,23.22074192,2.269,0.050905692,1.468764497
404,404,2073,14.79262857,27.12492902,0.502843211,c,4,0.328466678,2.218094308,23.22074192,2.073,-0.145094308,0.637043753
405,405,2217,31.24009818,26.24405042,0.466421527,c,4,0.328466678,2.218094308,23.22074192,2.217,-0.001094308,1.345353145
406,406,2179,27.2518671,26.57712027,0.432194237,c,4,0.328466678,2.218094308,23.22074192,2.179,-0.039094308,1.173600189
407,407,2374,-5,26.61929194,0.471054881,c,4,0.328466678,2.218094308,23.22074192,2.374,0.155905692,-0.215324731
408,408,2106,18.00025644,24.7593336,0.482641254,c,4,0.328466678,2.218094308,23.22074192,2.106,-0.112094308,0.775180074
409,409,2290,33.4031133,24.38382931,0.504925776,c,4,0.328466678,2.218094308,23.22074192,2.29,0.071905692,1.438503275
410,410,2238,32.70405588,24.85852847,0.475082943,c,4,0.328466678,2.218094308,23.22074192,2.238,0.019905692,1.408398405
411,411,2138,22.07111264,25.25080484,0.496968605,c,4,0.328466678,2.218094308,23.22074192,2.138,-0.080094308,0.950491277
412,412,2167,25.37811815,25.09939092,0.496648004,c,4,0.328466678,2.218094308,23.22074192,2.167,-0.051094308,1.092907291
413,413,2289,33.35267824,25.11206034,0.505714614,c,4,0.328466678,2.218094308,23.22074192,2.289,0.070905692,1.436331292
414,414,2284,33.83453967,25.47034808,0.494760705,c,4,0.328466678,2.218094308,23.22074192,2.284,0.065905692,1.457082628
415,415,2213,30.30626105,25.81885606,0.484343231,c,4,0.328466678,2.218094308,23.22074192,2.213,-0.005094308,1.3051375
416,416,2267,33.40486848,25.99835226,0.494118831,c,4,0.328466678,2.218094308,23.22074192,2.267,0.048905692,1.438578862
417,417,2318,-5,26.28321827,0.505128341,c,4,0.328466678,2.218094308,23.22074192,2.318,0.099905692,-0.215324731
418,418,2336,-5,25.12458055,0.492289161,c,4,0.328466678,2.218094308,23.22074192,2.336,0.117905692,-0.215324731
419,419,2087,15.47506717,24.04870268,0.47454636,c,4,0.328466678,2.218094308,23.22074192,2.087,-0.131094308,0.666432934
420,420,2200,29.1544814,23.75306007,0.480334122,c,4,0.328466678,2.218094308,23.22074192,2.2,-0.018094308,1.255536171
421,421,2483,-5,NA,0.446105549,c,5,0.328466678,2.218094308,23.22074192,2.483,0.264905692,-0.215324731
422,422,2190,28.60894492,-5,0.448723344,c,5,0.328466678,2.218094308,23.22074192,2.19,-0.028094308,1.232042672
423,423,2178,26.98042839,11.80447246,0.456071996,c,5,0.328466678,2.218094308,23.22074192,2.178,-0.040094308,1.161910695
424,424,2199,28.59583804,16.86312444,0.500280428,c,5,0.328466678,2.218094308,23.22074192,2.199,-0.019094308,1.231478225
425,425,2331,-5,19.79630284,0.527034083,c,5,0.328466678,2.218094308,23.22074192,2.331,0.112905692,-0.215324731
426,426,2166,24.89122046,14.83704227,0.5404195,c,5,0.328466678,2.218094308,23.22074192,2.166,-0.052094308,1.071939068
427,427,2144,22.83261584,16.51273863,0.532155226,c,5,0.328466678,2.218094308,23.22074192,2.144,-0.074094308,0.983285371
428,428,2223,28.9087068,17.41557824,0.553446382,c,5,0.328466678,2.218094308,23.22074192,2.223,0.004905692,1.244951901
429,429,2288,31.5260997,18.85221931,0.544719522,c,5,0.328466678,2.218094308,23.22074192,2.288,0.069905692,1.357669785
430,430,2209,27.98920734,20.26042824,0.555493735,c,5,0.328466678,2.218094308,23.22074192,2.209,-0.009094308,1.205353706
431,431,2221,28.63748459,21.03330615,0.558599315,c,5,0.328466678,2.218094308,23.22074192,2.221,0.002905692,1.233271731
432,432,2160,24.14841774,21.7245951,0.561921562,c,5,0.328466678,2.218094308,23.22074192,2.16,-0.058094308,1.039950309
433,433,2142,22.61031886,21.92658032,0.551654983,c,5,0.328466678,2.218094308,23.22074192,2.142,-0.076094308,0.973712164
434,434,2132,21.65235198,21.97917559,0.542365023,c,5,0.328466678,2.218094308,23.22074192,2.132,-0.086094308,0.932457372
435,435,2196,26.7653175,21.95583105,0.57033931,c,5,0.328466678,2.218094308,23.22074192,2.196,-0.022094308,1.152646956
436,436,2195,27.72551942,22.27646348,0.523278322,c,5,0.328466678,2.218094308,23.22074192,2.195,-0.023094308,1.193998
437,437,2131,21.50702484,22.61702947,0.530299364,c,5,0.328466678,2.218094308,23.22074192,2.131,-0.087094308,0.926198866
438,438,2323,-5,22.55173508,0.525583794,c,5,0.328466678,2.218094308,23.22074192,2.323,0.104905692,-0.215324731
