,X,latency,values.getpoints,values.rad,id,block,optimalt,optimalp,time,timesensitivity,indexp
154,154,2254,-5,1.229397646,b,3,2.498175116,14.83391375,2.254,-0.244175116,-0.337065463
155,155,2549,14.96971089,1.207912146,b,3,2.498175116,14.83391375,2.549,0.050824884,1.009154505
156,156,2479,16.10458242,1.239602192,b,3,2.498175116,14.83391375,2.479,-0.019175116,1.085659705
157,157,2450,16.48375182,1.249045772,b,3,2.498175116,14.83391375,2.45,-0.048175116,1.111220686
158,158,2352,17.29918295,1.232730204,b,3,2.498175116,14.83391375,2.352,-0.146175116,1.166191421
159,159,2458,16.38498315,1.220413981,b,3,2.498175116,14.83391375,2.458,-0.040175116,1.104562385
160,160,2353,17.29475313,1.227310066,b,3,2.498175116,14.83391375,2.353,-0.145175116,1.165892793
161,161,2423,16.78278483,1.244640515,b,3,2.498175116,14.83391375,2.423,-0.075175116,1.131379426
162,162,2435,16.65652853,1.2412595,b,3,2.498175116,14.83391375,2.435,-0.063175116,1.122868099
163,163,2326,17.38496471,1.224442237,b,3,2.498175116,14.83391375,2.326,-0.172175116,1.171974234
164,164,2511,15.62174854,1.224714292,b,3,2.498175116,14.83391375,2.511,0.012824884,1.05311038
165,165,2334,17.36462299,1.235316658,b,3,2.498175116,14.83391375,2.334,-0.164175116,1.170602936
166,166,2510,15.63779804,1.225240746,b,3,2.498175116,14.83391375,2.51,0.011824884,1.054192326
167,167,2322,17.39310807,1.245716151,b,3,2.498175116,14.83391375,2.322,-0.176175116,1.172523203
168,168,2349,17.31197251,1.22754371,b,3,2.498175116,14.83391375,2.349,-0.149175116,1.167053604
169,169,2500,15.79496441,1.219906041,b,3,2.498175116,14.83391375,2.5,0.001824884,1.064787397
170,170,2486,16.00453298,1.225896656,b,3,2.498175116,14.83391375,2.486,-0.012175116,1.078915062
171,171,2495,15.87123534,1.234433034,b,3,2.498175116,14.83391375,2.495,-0.003175116,1.069929056
172,172,2505,15.71714312,1.221428487,b,3,2.498175116,14.83391375,2.505,0.006824884,1.059541223
173,173,2220,-5,1.246703856,b,3,2.498175116,14.83391375,2.22,-0.278175116,-0.337065463
174,174,2364,17.24054827,1.241428945,b,3,2.498175116,14.83391375,2.364,-0.134175116,1.162238676
175,175,2183,-5,1.246783333,b,3,2.498175116,14.83391375,2.183,-0.315175116,-0.337065463
176,176,2493,15.90130374,1.234278913,b,3,2.498175116,14.83391375,2.493,-0.005175116,1.07195606
177,177,2462,16.33390855,1.223465,b,3,2.498175116,14.83391375,2.462,-0.036175116,1.101119288
178,178,2482,16.06209784,1.245788455,b,3,2.498175116,14.83391375,2.482,-0.016175116,1.082795688
179,179,2292,-5,1.239913606,b,3,2.498175116,14.83391375,2.292,-0.206175116,-0.337065463
180,180,2343,17.33529661,1.2412595,b,3,2.498175116,14.83391375,2.343,-0.155175116,1.168625954
181,181,2425,16.76249354,1.222785394,c,1,2.499811046,14.78726646,2.425,-0.074811046,1.133576215
182,182,2265,-5,1.234121507,c,1,2.499811046,14.78726646,2.265,-0.234811046,-0.338128755
183,183,2502,15.76402046,1.230104867,c,1,2.499811046,14.78726646,2.502,0.002188954,1.066053723
184,184,2503,15.74845599,1.238407876,c,1,2.499811046,14.78726646,2.503,0.003188954,1.065001164
185,185,2117,-5,1.232098243,c,1,2.499811046,14.78726646,2.117,-0.382811046,-0.338128755
186,186,2485,16.01902204,1.228007902,c,1,2.499811046,14.78726646,2.485,-0.014811046,1.083298396
187,187,2361,17.25632466,1.217093181,c,1,2.499811046,14.78726646,2.361,-0.138811046,1.166971915
188,188,2419,16.82245637,1.226149011,c,1,2.499811046,14.78726646,2.419,-0.080811046,1.137631246
189,189,2463,16.32096575,1.231134095,c,1,2.499811046,14.78726646,2.463,-0.036811046,1.103717566
190,190,2286,-5,1.222945004,c,1,2.499811046,14.78726646,2.286,-0.213811046,-0.338128755
191,191,2309,17.41021304,1.214019672,c,1,2.499811046,14.78726646,2.309,-0.190811046,1.177378732
192,192,2365,17.23512452,1.217805939,c,1,2.499811046,14.78726646,2.365,-0.134811046,1.16553824
