trialnum,latency,getpoints,averagepoint,rad,totalpoint,participants,block,time,indexp,timesensitivity,optimaldeg,optimalt,optimalp
117,2090,18.36627386,18.4880184,0.624984707,2204.303883,a,4,2.09,0.846512168,-0.119222969,20.54657184,2.209222969,21.69640858
118,2031,13.52308545,18.48350934,0.606805697,2217.826969,a,4,2.031,0.623286817,-0.178222969,20.54657184,2.209222969,21.69640858
119,1998,11.04387445,18.30635135,0.605544664,2228.870843,a,4,1.998,0.509018551,-0.211222969,20.54657184,2.209222969,21.69640858
120,2448,-5,18.05592111,0.596939804,2223.870843,a,4,2.448,-0.230452887,0.238777031,20.54657184,2.209222969,21.69640858
121,2078,17.39053564,nan,0.619000423,2241.261379,a,5,2.078,0.80153983,-0.131222969,20.54657184,2.209222969,21.69640858
122,2294,27.97228382,17.39053564,0.640124169,2269.233663,a,5,2.294,1.289258714,0.084777031,20.54657184,2.209222969,21.69640858
123,2149,22.7299743,22.68140973,0.622157881,2291.963637,a,5,2.149,1.047637641,-0.060222969,20.54657184,2.209222969,21.69640858
124,2151,23.09397964,22.69759792,0.598189008,2315.057617,a,5,2.151,1.064414857,-0.058222969,20.54657184,2.209222969,21.69640858
125,2111,19.96323106,22.79669335,0.635202544,2335.020848,a,5,2.111,0.920116847,-0.098222969,20.54657184,2.209222969,21.69640858
126,2471,-5,22.23000089,0.634940372,2330.020848,a,5,2.471,-0.230452887,0.261777031,20.54657184,2.209222969,21.69640858
127,2108,19.7328899,17.69166741,0.621226525,2349.753738,a,5,2.108,0.90950029,-0.101222969,20.54657184,2.209222969,21.69640858
128,2099,19.11109586,17.98327062,0.649175426,2368.864833,a,5,2.099,0.880841444,-0.110222969,20.54657184,2.209222969,21.69640858
129,2141,22.16771134,18.12424878,0.622534326,2391.032545,a,5,2.141,1.021722616,-0.068222969,20.54657184,2.209222969,21.69640858
130,2154,23.09491666,18.57352239,0.619996514,2414.127461,a,5,2.154,1.064458045,-0.055222969,20.54657184,2.209222969,21.69640858
131,2184,25.15613407,19.02566182,0.611964463,2439.283595,a,5,2.184,1.159460746,-0.025222969,20.54657184,2.209222969,21.69640858
132,2238,27.96205464,19.58297748,0.606746747,2467.24565,a,5,2.238,1.288787245,0.028777031,20.54657184,2.209222969,21.69640858
133,2265,28.05590233,20.28123391,0.627629426,2495.301552,a,5,2.265,1.293112739,0.055777031,20.54657184,2.209222969,21.69640858
134,2186,25.37434173,20.87928533,0.606832769,2520.675894,a,5,2.186,1.169518063,-0.023222969,20.54657184,2.209222969,21.69640858
135,2221,26.90305288,21.20036079,0.620001162,2547.578947,a,5,2.221,1.239977242,0.011777031,20.54657184,2.209222969,21.69640858
136,2090,18.42101829,21.58054026,0.635838424,2565.999965,a,5,2.09,0.84903537,-0.119222969,20.54657184,2.209222969,21.69640858
137,2158,23.64498541,21.38307014,0.595345596,2589.644951,a,5,2.158,1.089811031,-0.051222969,20.54657184,2.209222969,21.69640858
138,2108,19.61894968,21.51612397,0.58580158,2609.2639,a,5,2.108,0.90424872,-0.101222969,20.54657184,2.209222969,21.69640858
139,2116,20.33118921,21.4107254,0.630711659,2629.59509,a,5,2.116,0.937076251,-0.093222969,20.54657184,2.209222969,21.69640858
140,2204,26.01569145,21.35390771,0.623867617,2655.610781,a,5,2.204,1.199078242,-0.005222969,20.54657184,2.209222969,21.69640858
141,2085,17.87280356,21.5869969,0.610546011,2673.483585,a,5,2.085,0.823767837,-0.124222969,20.54657184,2.209222969,21.69640858
142,2229,27.53974521,21.41013055,0.609163466,2701.02333,a,5,2.229,1.269322759,0.019777031,20.54657184,2.209222969,21.69640858
143,2219,26.9624879,21.68874939,0.614444802,2727.985818,a,5,2.219,1.242716637,0.009777031,20.54657184,2.209222969,21.69640858
144,2156,23.12377098,21.91804237,0.629423541,2751.109589,a,5,2.156,1.065787957,-0.053222969,20.54657184,2.209222969,21.69640858
145,2175,24.27940186,21.96828107,0.631426561,2775.388991,a,5,2.175,1.119051652,-0.034222969,20.54657184,2.209222969,21.69640858
146,1908,7.478277038,22.0607259,0.681126551,2782.867268,a,5,1.908,0.344678107,-0.301222969,20.54657184,2.209222969,21.69640858
147,2288,27.99888511,21.49986248,0.638429301,2810.866153,a,5,2.288,1.290484783,0.078777031,20.54657184,2.209222969,21.69640858
148,2109,19.81386528,21.74056702,0.625791789,2830.680018,a,5,2.109,0.913232492,-0.100222969,20.54657184,2.209222969,21.69640858
149,2106,19.56335662,21.67175624,0.614083645,2850.243375,a,5,2.106,0.901686403,-0.103222969,20.54657184,2.209222969,21.69640858
150,2028,13.7221144,21.59905281,0.629555732,2863.965489,a,5,2.028,0.632460177,-0.181222969,20.54657184,2.209222969,21.69640858
1,2298,30.99114497,0,0.558599315,30.99114497,c,1,2.298,2.062308437,0.157008536,33.61381158,2.140991464,15.02740541
2,2498,-5,30.99114497,0.553294325,25.99114497,c,1,2.498,-0.332725435,0.357008536,33.61381158,2.140991464,15.02740541
3,1986,8.851602918,12.99557248,0.557295535,34.84274788,c,1,1.986,0.589030686,-0.154991464,33.61381158,2.140991464,15.02740541
4,2253,29.37906532,11.61424929,0.579470387,64.22181321,c,1,2.253,1.955032457,0.112008536,33.61381158,2.140991464,15.02740541
5,2310,-5,16.0554533,0.582856851,59.22181321,c,1,2.31,-0.332725435,0.169008536,33.61381158,2.140991464,15.02740541
6,2251,28.5080856,11.84436264,0.603229853,87.72989881,c,1,2.251,1.897073036,0.110008536,33.61381158,2.140991464,15.02740541
7,2087,18.01153048,14.6216498,0.607801996,105.7414293,c,1,2.087,1.198578862,-0.053991464,33.61381158,2.140991464,15.02740541
8,2168,24.09116676,15.10591847,0.615253096,129.832596,c,1,2.168,1.603148787,0.027008536,33.61381158,2.140991464,15.02740541
9,2036,14.06706835,16.22907451,0.615253096,143.8996644,c,1,2.036,0.936094287,-0.104991464,33.61381158,2.140991464,15.02740541
10,2266,27.83019175,15.9888516,0.635275677,171.7298562,c,1,2.266,1.851962531,0.125008536,33.61381158,2.140991464,15.02740541
11,2317,-5,17.17298562,0.656043211,166.7298562,c,1,2.317,-0.332725435,0.176008536,33.61381158,2.140991464,15.02740541
12,2179,24.01392786,15.15725965,0.660544913,190.743784,c,1,2.179,1.598008918,0.038008536,33.61381158,2.140991464,15.02740541
13,2346,-5,15.89531533,0.648056886,185.743784,c,1,2.346,-0.332725435,0.205008536,33.61381158,2.140991464,15.02740541
14,2357,-5,14.28798339,0.672832548,180.743784,c,1,2.357,-0.332725435,0.216008536,33.61381158,2.140991464,15.02740541
15,2028,14.65866564,12.91027029,0.697902823,195.4024496,c,1,2.028,0.97546218,-0.112991464,33.61381158,2.140991464,15.02740541
16,2191,24.42762738,13.02682998,0.669843822,219.830077,c,1,2.191,1.625538589,0.050008536,33.61381158,2.140991464,15.02740541
17,2501,-5,13.73937981,0.685729511,214.830077,c,1,2.501,-0.332725435,0.360008536,33.61381158,2.140991464,15.02740541
18,2329,-5,12.63706335,0.669638946,209.830077,c,1,2.329,-0.332725435,0.188008536,33.61381158,2.140991464,15.02740541
19,2434,-5,11.6572265,0.651323635,204.830077,c,1,2.434,-0.332725435,0.293008536,33.61381158,2.140991464,15.02740541
20,2155,16.9892773,10.78053037,1.169846701,221.8193543,c,1,2.155,1.130552936,0.014008536,33.61381158,2.140991464,15.02740541
21,2295,19.26627309,11.09096772,1.062681563,241.0856274,c,1,2.295,1.282075818,0.154008536,33.61381158,2.140991464,15.02740541
22,2164,19.87966632,11.48026797,0.907859221,260.9652937,c,1,2.164,1.322894124,0.023008536,33.61381158,2.140991464,15.02740541
23,2168,20.90288144,11.86205881,0.836448659,281.8681752,c,1,2.168,1.390984063,0.027008536,33.61381158,2.140991464,15.02740541
24,2339,-5,12.25513805,0.785398163,276.8681752,c,1,2.339,-0.332725435,0.198008536,33.61381158,2.140991464,15.02740541
25,2013,14.614333,11.53617396,0.804263849,291.4825082,c,1,2.013,0.972512061,-0.127991464,33.61381158,2.140991464,15.02740541
26,2065,17.14042237,11.65930033,0.777764724,308.6229305,c,1,2.065,1.140610897,-0.075991464,33.61381158,2.140991464,15.02740541
27,2053,16.54423534,11.87011271,0.789088184,325.1671659,c,1,2.053,1.10093758,-0.087991464,33.61381158,2.140991464,15.02740541
28,2091,18.32697324,12.04322837,0.801144893,343.4941391,c,1,2.091,1.219570028,-0.049991464,33.61381158,2.140991464,15.02740541
29,2092,18.60814022,12.26764783,0.736110758,362.1022793,c,1,2.092,1.238280309,-0.048991464,33.61381158,2.140991464,15.02740541
30,2266,27.27662328,12.48628549,0.653169316,389.3789026,c,1,2.266,1.815125269,0.125008536,33.61381158,2.140991464,15.02740541
31,2298,25.9262282,nan,0.709210043,415.3051308,c,2,2.298,1.72526311,0.157008536,33.61381158,2.140991464,15.02740541
32,2260,24.95115691,25.9262282,0.735630863,440.2562877,c,2,2.26,1.660376907,0.119008536,33.61381158,2.140991464,15.02740541
33,2223,25.67667992,25.43869256,0.671143835,465.9329676,c,2,2.223,1.708656898,0.082008536,33.61381158,2.140991464,15.02740541
34,2214,25.43901615,25.51802168,0.667579023,491.3719838,c,2,2.214,1.692841542,0.073008536,33.61381158,2.140991464,15.02740541
35,2088,18.37970448,25.4982703,0.665015343,509.7516883,c,2,2.088,1.223079033,-0.052991464,33.61381158,2.140991464,15.02740541
36,2273,26.66016066,24.07455713,0.677485675,536.4118489,c,2,2.273,1.77410271,0.132008536,33.61381158,2.140991464,15.02740541
37,2311,-5,24.50549105,0.666618377,531.4118489,c,2,2.311,-0.332725435,0.170008536,33.61381158,2.140991464,15.02740541
38,2330,-5,20.2904209,0.664046163,526.4118489,c,2,2.33,-0.332725435,0.189008536,33.61381158,2.140991464,15.02740541
39,1886,5.746177202,17.12911829,0.649314997,532.1580261,c,2,1.886,0.382379862,-0.254991464,33.61381158,2.140991464,15.02740541
40,2142,22.04917764,15.86434706,0.645815919,554.2072038,c,2,2.142,1.467264444,0.001008536,33.61381158,2.140991464,15.02740541
41,1912,7.78962088,16.48283012,0.686547841,561.9968247,c,2,1.912,0.518360999,-0.228991464,33.61381158,2.140991464,15.02740541
42,2254,26.25116372,15.69253837,0.681174677,588.2479884,c,2,2.254,1.746885973,0.113008536,33.61381158,2.140991464,15.02740541
43,2183,23.77103508,16.57242381,0.685729511,612.0190235,c,2,2.183,1.581845597,0.042008536,33.61381158,2.140991464,15.02740541
44,1997,12.16218313,17.12616314,0.662060462,624.1812066,c,2,1.997,0.809333534,-0.143991464,33.61381158,2.140991464,15.02740541
45,2313,-5,16.77159314,0.68094104,619.1812066,c,2,2.313,-0.332725435,0.172008536,33.61381158,2.140991464,15.02740541
46,2425,-5,15.3201536,0.682587337,614.1812066,c,2,2.425,-0.332725435,0.284008536,33.61381158,2.140991464,15.02740541
47,1938,9.089872003,14.050144,0.684527107,623.2710786,c,2,1.938,0.604886323,-0.202991464,33.61381158,2.140991464,15.02740541
48,2458,-5,13.75836329,0.709845041,618.2710786,c,2,2.458,-0.332725435,0.317008536,33.61381158,2.140991464,15.02740541
49,2239,24.94712885,12.716232,0.719918138,643.2182074,c,2,2.239,1.660108859,0.098008536,33.61381158,2.140991464,15.02740541
50,2156,21.95247553,13.35996341,0.724250001,665.170683,c,2,2.156,1.460829393,0.015008536,33.61381158,2.140991464,15.02740541
51,2215,23.93762023,13.78958902,0.73781506,689.1083032,c,2,2.215,1.59293102,0.074008536,33.61381158,2.140991464,15.02740541
52,2496,-5,14.2728286,0.742287636,684.1083032,c,2,2.496,-0.332725435,0.355008536,33.61381158,2.140991464,15.02740541
53,1787,4.204728589,13.39679094,0.75011869,688.3130318,c,2,1.787,0.27980403,-0.353991464,33.61381158,2.140991464,15.02740541
